id,team,first_name,second_name,web_name,element_type,squad_number,photo
329,15,Adam,Idah,Idah,4,,432735.jpg
330,15,Josh,Martin,Martin,3,,439485.jpg
331,15,Andrew,Omobamidele,Omobamidele,2,,466404.jpg
448,15,Angus,Gunn,Gunn,1,,107265.jpg
449,15,Milot,Rashica,Rashica,3,,212723.jpg
456,15,Ben,Gibson,Gibson,2,,83312.jpg
457,15,Dimitris,Giannoulis,Giannoulis,2,,189627.jpg
471,15,Pierre,Lees-Melou,Lees-Melou,3,,212325.jpg
515,15,Bali,Mumba,Mumba,2,,220686.jpg
516,15,Joshua,Sargent,Sargent,4,,215476.jpg
528,15,Christos,Tzolis,Tzolis,3,,439509.jpg
580,15,Ozan,Kabak,Kabak,2,,438277.jpg
581,15,Mathias,Normann,Normann,3,,179276.jpg
332,16,Theo,Walcott,Walcott,3,,20467.jpg
333,16,Fraser,Forster,Forster,1,,40383.jpg
334,16,Alex,McCarthy,McCarthy,1,,58376.jpg
335,16,Oriol,Romeu Vidal,Romeu,3,,78056.jpg
336,16,Nathan,Redmond,Redmond,3,,83283.jpg
338,16,Jack,Stephens,Stephens,2,,88900.jpg
339,16,Stuart,Armstrong,S.Armstrong,3,,91047.jpg
341,16,James,Ward-Prowse,Ward-Prowse,3,,101178.jpg
342,16,Kyle,Walker-Peters,Walker-Peters,2,,158534.jpg
343,16,Jan,Bednarek,Bednarek,2,,171771.jpg
344,16,Daniel,N'Lundulu,Nlundulu,4,,200088.jpg
345,16,Che,Adams,Adams,4,,200439.jpg
346,16,Nathan,Tella,Tella,3,,203389.jpg
347,16,William,Smallbone,Smallbone,3,,214466.jpg
348,16,Michael,Obafemi,Obafemi,4,,220598.jpg
349,16,Ibrahima,Diallo,Diallo,3,,240143.jpg
350,16,Moussa,Djenepo,Djenepo,3,,431131.jpg
351,16,Mohammed,Salisu,Salisu,2,,450527.jpg
460,16,Romain,Perraud,Perraud,2,,244560.jpg
491,16,Tino,Livramento,Livramento,2,,441191.jpg
517,16,Mohamed,Elyounoussi,Elyounoussi,3,,96787.jpg
518,16,Armando,Broja,Broja,4,,440323.jpg
519,16,Shane,Long,Long,4,,20452.jpg
525,16,Adam,Armstrong,A.Armstrong,4,,155511.jpg
546,16,Yan,Valery,Valery,2,,213482.jpg
567,16,Lyanco Evangelista,Silveira Neves Vojnovic,Lyanco,2,,212721.jpg
352,17,Joe,Hart,Hart,1,,15749.jpg
353,17,Hugo,Lloris,Lloris,1,,37915.jpg
355,17,Toby,Alderweireld,Alderweireld,2,,55605.jpg
356,17,Erik,Lamela,Lamela,3,,62974.jpg
357,17,Harry,Kane,Kane,4,,78830.jpg
358,17,Serge,Aurier,Aurier,2,,80226.jpg
359,17,Heung-Min,Son,Son,3,,85971.jpg
360,17,Matt,Doherty,Doherty,2,,87835.jpg
361,17,Eric,Dier,Dier,2,,93264.jpg
362,17,Lucas,Rodrigues Moura da Silva,Lucas Moura,3,,95715.jpg
363,17,Bamidele,Alli,Dele,3,,108823.jpg
364,17,Ben,Davies,Davies,2,,115556.jpg
365,17,Pierre-Emile,Højbjerg,Højbjerg,3,,132015.jpg
366,17,Harry,Winks,Winks,3,,157668.jpg
367,17,Davinson,Sánchez,Sánchez,2,,173904.jpg
368,17,Ryan,Sessegnon,Sessegnon,2,,184349.jpg
369,17,Steven,Bergwijn,Bergwijn,3,,194252.jpg
370,17,Sergio,Reguilón,Reguilón,2,,199249.jpg
371,17,Japhet,Tanganga,Tanganga,2,,199584.jpg
372,17,Giovani,Lo Celso,Lo Celso,3,,200826.jpg
373,17,Oliver,Skipp,Skipp,3,,209042.jpg
374,17,Joe,Rodon,Rodon,2,,214225.jpg
375,17,Tanguy,Ndombele,Ndombele,3,,231372.jpg
486,17,Pierluigi,Gollini,Gollini,1,,156683.jpg
487,17,Bryan,Gil Salvatierra,Bryan,3,,436234.jpg
494,17,Cristian,Romero,Romero,2,,221632.jpg
520,17,Dane,Scarlett,Scarlett,4,,490145.jpg
588,17,Emerson Aparecido,Leite de Souza Junior,Emerson Royal,2,,241157.jpg
597,17,Dilan,Markanday,Markanday,3,,232456.jpg
598,17,Tobi,Omole,Omole,2,,209418.jpg
354,18,Moussa,Sissoko,Sissoko,3,,45268.jpg
376,18,Ben,Foster,Foster,1,,9089.jpg
377,18,Danny,Rose,Rose,2,,38290.jpg
378,18,Dan,Gosling,Gosling,3,,40387.jpg
379,18,Craig,Cathcart,Cathcart,2,,41338.jpg
380,18,Troy,Deeney,Deeney,4,,41725.jpg
381,18,Tom,Cleverley,Cleverley,3,,43250.jpg
382,18,Francisco,Femenía Far,Femenía,2,,54484.jpg
383,18,Andre,Gray,Gray,4,,73426.jpg
384,18,Christian,Kabasele,Kabasele,2,,85624.jpg
385,18,Nathaniel,Chalobah,Chalobah,3,,89085.jpg
387,18,William,Troost-Ekong,Troost-Ekong,2,,131304.jpg
388,18,Stipe,Perica,Perica,4,,140941.jpg
389,18,Daniel,Bachmann,Bachmann,1,,154506.jpg
390,18,Adam,Masina,Masina,2,,155651.jpg
391,18,Ken,Sema,Sema,3,,157775.jpg
392,18,Philip,Zinckernagel,Zinckernagel,3,,162344.jpg
393,18,Isaac,Success Ajayi,Success,4,,173514.jpg
394,18,Ayotomiwa,Dele-Bashiru,Dele-Bashiru,3,,175353.jpg
395,18,Ashley,Fletcher,Fletcher,4,,176296.jpg
396,18,Francisco,Sierralta,Sierralta,2,,208973.jpg
397,18,Domingos,Quina,Quina,3,,216058.jpg
398,18,Marc,Navarro,Navarro,2,,220166.jpg
399,18,Ismaila,Sarr,Sarr,3,,232185.jpg
400,18,Jeremy,Ngakia,Ngakia,2,,232391.jpg
401,18,Ben,Wilmot,Wilmot,2,,241289.jpg
402,18,Joseph,Hungbo,Hungbo,3,,244890.jpg
403,18,Imrân,Louza,Louza,3,,471471.jpg
404,18,João Pedro,Junqueira de Jesus,João Pedro,4,,475168.jpg
405,18,Kwadwo,Baah,Baah,3,,493934.jpg
450,18,Emmanuel,Dennis,Dennis,4,,230251.jpg
454,18,Matthew,Pollock,Pollock,2,,467311.jpg
467,18,Oghenekaro Peter,Etebo,Etebo,3,,227560.jpg
468,18,Joshua,King,King,4,,78007.jpg
469,18,Adedapo,Awokoya-Mebude,Mebude,4,,243569.jpg
472,18,Juan Camilo,Hernández Suárez,Cucho,4,,244716.jpg
495,18,Juraj,Kucka,Kucka,3,,69143.jpg
557,18,Ozan,Tufan,Tufan,3,,130036.jpg
574,18,Robert,Elliot,Elliot,1,,19838.jpg
618,18,Nicolas,Nkoulou,Nkoulou,2,,52775.jpg
128,19,Kurt,Zouma,Zouma,2,,103192.jpg
406,19,Mark,Noble,Noble,3,,18073.jpg
407,19,Darren,Randolph,Randolph,1,,32259.jpg
408,19,Lukasz,Fabianski,Fabianski,1,,37096.jpg
409,19,Angelo,Ogbonna,Ogbonna,2,,40669.jpg
410,19,Winston,Reid,Reid,2,,48717.jpg
411,19,Aaron,Cresswell,Cresswell,2,,55459.jpg
412,19,Andriy,Yarmolenko,Yarmolenko,3,,56377.jpg
413,19,Michail,Antonio,Antonio,4,,57531.jpg
414,19,Craig,Dawson,Dawson,2,,60232.jpg
415,19,Ryan,Fredericks,Fredericks,2,,81012.jpg
416,19,Manuel,Lanzini,Lanzini,3,,86934.jpg
417,19,Arthur,Masuaku,Masuaku,2,,105717.jpg
418,19,Vladimir,Coufal,Coufal,2,,164555.jpg
419,19,Saïd,Benrahma,Benrahma,3,,172841.jpg
420,19,Jarrod,Bowen,Bowen,3,,178186.jpg
421,19,Declan,Rice,Rice,3,,204480.jpg
422,19,Tomas,Soucek,Soucek,3,,215439.jpg
423,19,Pablo,Fornals,Fornals,3,,217593.jpg
424,19,Issa,Diop,Diop,2,,219924.jpg
425,19,Ben,Johnson,Johnson,2,,222018.jpg
489,19,Alphonse,Areola,Areola,1,,84182.jpg
521,19,Frederik,Alves,Alves,2,,486870.jpg
522,19,Conor,Coventry,Coventry,3,,222017.jpg
554,19,Jamal,Baptiste,Baptiste,2,,462384.jpg
582,19,Nikola,Vlasic,Vlasic,3,,180151.jpg
589,19,Alex,Kral,Kral,3,,195728.jpg
617,19,Harrison,Ashby,Ashby,2,,441024.jpg
426,20,João Filipe Iria,Santos Moutinho,Moutinho,3,,19624.jpg
427,20,Rui Pedro,dos Santos Patrício,Patrício,1,,38533.jpg
428,20,Willy,Boly,Boly,2,,90585.jpg
429,20,Conor,Coady,Coady,2,,94147.jpg
430,20,Raúl,Jiménez,Jiménez,4,,102057.jpg
431,20,Romain,Saïss,Saïss,2,,107613.jpg
432,20,Fernando,Marçal,Marçal,2,,111291.jpg
433,20,Jonathan,Castro Otto,Jonny,2,,114128.jpg
434,20,Leander,Dendoncker,Dendoncker,3,,151589.jpg
435,20,Adama,Traoré,Traoré,3,,159533.jpg
436,20,Rúben Diogo,da Silva Neves,Neves,3,,171317.jpg
437,20,Nélson,Cabral Semedo,Semedo,2,,200402.jpg
438,20,Daniel,Castelo Podence,Podence,3,,200600.jpg
439,20,Max,Kilman,Kilman,2,,214048.jpg
440,20,Morgan,Gibbs-White,Gibbs-White,3,,222531.jpg
441,20,Pedro,Lomba Neto,Neto,3,,247632.jpg
442,20,Owen,Otasowie,Otasowie,3,,250604.jpg
443,20,Ki-Jana,Hoever,Hoever,2,,441271.jpg
444,20,Andreas,Söndergaard,Söndergaard,1,,448487.jpg
445,20,Fabio,Silva,Fabio Silva,4,,449988.jpg
446,20,Yerson,Mosquera Valdelamar,Mosquera,2,,501837.jpg
452,20,John,Ruddy,Ruddy,1,,19236.jpg
461,20,Francisco,Machado Mota de Castro Trincão,Trincão,3,,222564.jpg
470,20,Rayan,Ait Nouri,Ait Nouri,2,,448514.jpg
475,20,José,Malheiro de Sá,Sá,1,,149065.jpg
523,20,Patrick,Cutrone,Cutrone,4,,209353.jpg
547,20,Luke,Cundle,Cundle,3,,245923.jpg
548,20,Chem,Campbell,Campbell,3,,461026.jpg
549,20,Christian,Marques,Marques,2,,481626.jpg
583,20,Hee-Chan,Hwang,Hwang,4,,184754.jpg
611,20,Louie,Moulden,Moulden,1,,242510.jpg
621,20,James,Storer,Storer,1,,518504.jpg
