id,minutes,yellow_cards,red_cards,penalties_missed,penalties_saved,goals_scored,assists,clean_sheets,goals_conceded,saves,own_goals
431,263,1,0,0,0,0,0,0,3,0,0
432,270,1,0,0,0,0,0,0,3,0,0
433,0,0,0,0,0,0,0,0,0,0,0
434,42,0,0,0,0,0,0,0,0,0,0
435,266,0,0,0,0,0,0,0,3,0,0
436,270,1,0,0,0,0,0,0,3,0,0
437,180,0,0,0,0,0,0,0,2,0,0
438,20,0,0,0,0,0,0,0,1,0,0
439,270,0,0,0,0,0,0,0,3,0,0
440,7,1,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0
443,90,1,0,0,0,0,0,0,1,0,0
444,0,0,0,0,0,0,0,0,0,0,0
445,10,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0
461,237,0,0,0,0,0,0,1,2,0,0
470,6,0,0,0,0,0,0,0,0,0,0
475,270,0,0,0,0,0,0,0,3,11,0
523,0,0,0,0,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0,0
